Title,Job_location,Salary_low,Salary_med,Salary_upper,Remote,Hybrid,On_prem,Source,Work_env,Work_environment,Buy_rent,Home_location,Commute,Weekly_commute,W_com,Person_crime,Prop_crime,Entry,Mid,Senior,Executive,Experience_level,EXP_lev,Salary_s,Commute_S,Per_Crime_S,Prop_Crime_S,Stress,Candidate
System Security Analyst,"King George, VA",81000,100500,120000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",160,800,60+,6,6,0,1,0,0,2,Midlevel,1,1,1,1,4,1
Lead SOC Analyst (-),"Ashburn, VA",135000,150000,165000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",190,950,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Cyber Data Analytics Engineer,"Beltsville, MD",86000,112000,138000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",81,405,30 - 44,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
Cybersecurity Analyst II (Monitoring),"Washington, DC",58000,73000,88000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",105,525,45 - 59,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
Mobile Security Researcher,"Arlington, VA",62000,79500,97000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",130,650,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
Weapon Systems Cyber Risk Specialist,"Arlington, VA",73000,119500,166000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",130,650,60+,5,4,0,1,0,0,2,Midlevel,0,1,1,0,2,0
"Computer Network Defense (CND) Analyst, Junior (CDNA1)","Annapolis Junction, MD",86000,112000,138000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",100,500,45 - 59,4,5,0,1,0,0,2,Midlevel,0,1,1,1,3,1
E-mail Security Engineer-Senior Associate,"Reston, VA",87000,103500,120000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",125,625,60+,4,5,0,1,0,0,2,Midlevel,1,1,1,1,4,1
Information Systems Security Engineer,"Fort Belvoir, VA",73000,119500,166000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",135,675,60+,5,4,0,1,0,0,2,Midlevel,0,1,1,0,2,0
CNO Developer/Reverse Engineer,"Chantilly, VA",84000,102500,121000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",115,575,45 - 59,4,5,0,1,0,0,2,Midlevel,1,1,1,1,4,1
Cyber Security Analyst - All Levels,"McLean, VA",72000,90500,109000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Cyber Security Analyst I,"Washington, DC",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",165,825,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Cybersecurity Engineer,"Fairfax, VA",98000,117500,137000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",50,250,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber-Intelligence Analyst,"Chantilly, VA",146000,190000,234000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",155,775,60+,1,3,0,0,0,1,4,Executive,0,1,0,0,1,0
Cyber Security Analyst (Entry Level),"Washington, DC",60000,60000,60000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",160,800,60+,2,2,1,0,0,0,1,Entry,1,1,0,0,2,0
IT Security Analyst,"Arlington, VA",135200,145600,156000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Principal Security Systems Engineer / Senior Principal Security Systems Engineer,"Linthicum, MD",100000,125000,150000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",125,625,60+,3,1,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Analyst,"Alexandria, VA",58000,73000,88000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",62,310,30 - 44,1,3,1,0,0,0,1,Entry,0,0,0,0,0,0
SOC Analyst,"Crownsville, MD",124800,124800,124800,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",120,600,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Security Risk - Risk Management - Senior Associate (Hybrid),"Reston, VA",88000,104000,120000,0,1,0,glassdoor,2,Hybrid,0,"Arlington County, Virginia",27,135,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Incident Response Analyst – SIRT (REMOTE),"Chevy Chase, MD",76000,116500,157000,1,0,0,glassdoor,1,Remote,0,"Prince William County, Virginia",0,0,0 - 14,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
Security Analyst - All Levels - ITOPS - REMOTE,"Manassas, VA",54000,72000,90000,1,0,0,glassdoor,1,Remote,0,"Prince George's County, Maryland",0,0,0 - 14,1,3,1,0,0,0,1,Entry,0,0,0,0,0,0
Cyber Security Analyst,"Arlington, VA",94000,127000,160000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
Network/System Engineer,"Reston, VA",79000,97500,116000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",95,475,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Systems Security Engineer (ISSE),"Arlington, VA",98000,150500,203000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
Security Control Assessor,"Washington, DC",65000,81500,98000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",160,800,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
(Remote) Cyber Defense Infrastructure Senior Engineer - Cyber,"Montgomery County, MD",122000,144500,167000,1,0,0,glassdoor,1,Remote,1,"Prince George's County, Maryland",0,0,0 - 14,1,3,0,0,1,0,3,Senior,1,0,0,0,1,0
Cyber Security Analyst - Secret/Remote,"Vienna, VA",83000,106500,130000,1,0,0,glassdoor,1,Remote,0,"Fairfax County, Virginia",0,0,0 - 14,6,6,0,1,0,0,2,Midlevel,0,0,1,1,2,0
ISSO III,"Fort Meade, MD",71000,94500,118000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Security Analyst-Entry Level,"Falls Church, VA",50000,63000,76000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",47,235,15 - 29,3,1,1,0,0,0,1,Entry,1,0,0,0,1,0
Cyber-Intelligence Analyst,"Chantilly, VA",146000,190000,234000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",155,775,60+,1,3,0,0,0,1,4,Executive,0,1,0,0,1,0
Information Security Risk - Risk Management - Senior Associate (Hybrid),"Reston, VA",88000,104000,120000,0,1,0,glassdoor,2,Hybrid,0,"Arlington County, Virginia",27,135,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Security Analyst - All Levels - ITOPS - REMOTE,"Manassas, VA",54000,72000,90000,1,0,0,glassdoor,1,Remote,0,"Prince George's County, Maryland",0,0,0 - 14,1,3,1,0,0,0,1,Entry,0,0,0,0,0,0
Information Systems Security Engineer (ISSE),"Arlington, VA",98000,150500,203000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
(Remote) Cyber Defense Infrastructure Senior Engineer - Cyber,"Montgomery County, MD",122000,144500,167000,1,0,0,glassdoor,1,Remote,1,"Prince George's County, Maryland",0,0,0 - 14,1,3,0,0,1,0,3,Senior,1,0,0,0,1,0
ISSO III,"Fort Meade, MD",71000,94500,118000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Technology CyberSecurity Specialist,"Washington, DC",94000,108000,122000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cybersecurity Analyst,"Washington, DC",73000,91000,109000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",165,825,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Mobile Forensics Analyst - Cyber Threat,"Arlington, VA",86000,112000,138000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",32,160,15 - 29,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
Cyber Security Engineer,"Washington, DC",125000,125000,125000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
Intermediate Information Security Analyst,"Washington, DC",75000,82500,90000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",165,825,60+,5,4,1,0,0,0,1,Entry,0,1,1,0,2,0
Cyber Security Engineer,"Washington, DC",85000,107000,129000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
Security Analyst- Application Security,"Washington, DC",88000,108000,128000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
IT Security Specialist II,"Silver Spring, MD",75000,85000,95000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",155,775,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IT Auditor,"Washington, DC",87000,108500,130000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
IT SPECIALIST (NETWORK/SECURITY),"Washington, DC",116000,150000,184000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Cyber Security Analyst,"Linthicum Heights, MD",94000,116500,139000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",125,625,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
SECURITY ASSESSOR (Remote),"Baltimore, MD",43000,56000,69000,1,0,0,glassdoor,1,Remote,0,"Prince George's County, Maryland",0,0,0 - 14,1,3,1,0,0,0,1,Entry,1,0,0,0,1,0
Cyber Incident Response Analyst,"Washington, DC",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Cyber Security Operations Center (CSOC) Analyst - USDS,"Washington, DC",58000,77000,96000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",105,525,45 - 59,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
Cyber Security Engineer - Remote (WFH),"Washington, DC",91000,115000,139000,1,0,0,glassdoor,1,Remote,0,"Arlington County, Virginia",0,0,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Security Controls Assessor / IT Auditor,"Herndon, VA",79000,96000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",85,425,30 - 44,5,4,0,1,0,0,2,Midlevel,1,0,1,0,2,0
Cyber Security Incident Responder,"Washington, DC",78000,120000,162000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",165,825,60+,5,4,0,1,0,0,2,Midlevel,0,1,1,0,2,0
Information Security Manager,"Merrifield, VA",107000,140500,174000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
Security Analyst,"Herndon, VA",103000,111500,120000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Security Analyst I (Compliance),"Bethesda, MD",55000,71000,87000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",140,700,60+,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
IT Audit Manager - TS/SCI,"Chantilly, VA",90000,104500,119000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",128,640,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Cybersecurity Engineer II,"Washington, DC",84000,100500,117000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Principal Windows/Linux Systems Administrator,"Montgomery County, MD",95000,118500,142000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",100,500,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
IT Security Specialist II,"Silver Spring, MD",75000,85000,95000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",155,775,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IT Auditor,"Washington, DC",87000,108500,130000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
Cyber Security Analyst,"Linthicum Heights, MD",94000,116500,139000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",125,625,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
SECURITY ASSESSOR (Remote),"Baltimore, MD",43000,56000,69000,1,0,0,glassdoor,1,Remote,0,"Prince George's County, Maryland",0,0,0 - 14,1,3,1,0,0,0,1,Entry,1,0,0,0,1,0
Cyber Security Engineer - Remote (WFH),"Washington, DC",91000,115000,139000,1,0,0,glassdoor,1,Remote,0,"Arlington County, Virginia",0,0,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Information Security Manager,"Merrifield, VA",107000,140500,174000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
Security Analyst,"Herndon, VA",103000,111500,120000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
IT Audit Manager - TS/SCI,"Chantilly, VA",90000,104500,119000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",128,640,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Cybersecurity Engineer II,"Washington, DC",84000,100500,117000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Cyber IT Specialist - 1st shift,"Laurel, MD",65000,65000,65000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",105,525,45 - 59,2,2,1,0,0,0,1,Entry,1,1,0,0,2,0
Cyber Security Analyst,"McLean, VA",135200,145600,156000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",165,825,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Cyber Vulnerability Assessment Analyst,"Rosslyn, VA",80000,80000,80000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",135,675,60+,5,4,1,0,0,0,1,Entry,0,1,1,0,2,0
Information System Security Administrator,"Alexandria, VA",71000,88500,106000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",130,650,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Risk Management,"Bethesda, MD",118000,182000,246000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",170,850,60+,1,3,0,0,0,1,4,Executive,1,1,0,0,2,0
Cyber Security Operations Specialist I,"Springfield, VA",69000,89000,109000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Network Security Engineer,"Alexandria, VA",98000,150500,203000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
Technical Security Control Assessor,"Washington, DC",57000,71000,85000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",105,525,45 - 59,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
Cyber Security Specialist - Remote (3-4 days week),"Fort Belvoir, VA",135000,135000,135000,1,0,0,glassdoor,1,Remote,0,"Arlington County, Virginia",0,0,0 - 14,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
CyberArk Engineer - Security,"McLean, VA",130000,145000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",165,825,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Incident Response Analyst **Top Secret DOD Clearance REQUIRED**,"King George, VA",108160,114400,120640,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",180,900,60+,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Cyber Security Analyst,"McLean, VA",112000,145500,179000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",165,825,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Third Party Information Security Assessor - HUDIT,"Washington, DC",90000,112500,135000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cybersecurity Analyst,"Camp Springs, MD",63000,97000,131000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",120,600,60+,2,2,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Personnel Security Administrator (PSA),"Chantilly, VA",47000,72000,97000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",79,395,30 - 44,6,6,1,0,0,0,1,Entry,0,0,1,1,2,0
Computer Network Defense Analyst - Entry to Experienced Level,"Fort Meade, MD",81000,130000,179000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",165,825,60+,6,6,0,0,1,0,3,Senior,1,1,1,1,4,1
Junior Security Engineer,"Washington, DC",85000,97500,110000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Cyber Security Analyst,"Springfield, VA",62000,77000,92000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",125,625,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
IT Auditor,"Washington, DC",87000,108500,130000,0,0,1,glassdoor,3,In Person,0,"District of Columbia, District of Columbia",20,100,0 - 14,4,5,0,1,0,0,2,Midlevel,0,0,1,1,2,0
Cyber Security Analyst,"McLean, VA",135200,145600,156000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",165,825,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information System Security Administrator,"Alexandria, VA",71000,88500,106000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",130,650,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Cyber Security Operations Specialist I,"Springfield, VA",69000,89000,109000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Network Security Engineer,"Alexandria, VA",98000,150500,203000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,1,0,1,0,2,0
Cyber Security Specialist - Remote (3-4 days week),"Fort Belvoir, VA",135000,135000,135000,1,0,0,glassdoor,1,Remote,0,"Arlington County, Virginia",0,0,0 - 14,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
Cyber Security Analyst,"McLean, VA",112000,145500,179000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",165,825,60+,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Cybersecurity Analyst,"Camp Springs, MD",63000,97000,131000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",120,600,60+,2,2,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Personnel Security Administrator (PSA),"Chantilly, VA",47000,72000,97000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",79,395,30 - 44,6,6,1,0,0,0,1,Entry,0,0,1,1,2,0
Cyber Security Analyst,"Springfield, VA",62000,77000,92000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",125,625,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
IT Cyber Security Analyst,"Largo, MD",80000,100500,121000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",150,750,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
TSS Network Security Manager,"Bethesda, MD",91000,116000,141000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",98,490,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Security Analyst,"Washington, DC",73000,90000,107000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",165,825,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Security Analyst,"Chantilly, VA",59000,73500,88000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",130,650,60+,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
Information Security Analyst with Medicare and Medicaid,"Washington, DC",114400,121680,128960,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Information Assurance Specialist TS/SCI Clearance REQUIRED,"Chantilly, VA",66000,83000,100000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",135,675,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
Project Scheduler TS/SCI Clearance REQUIRED,"Chantilly, VA",64000,79500,95000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",135,675,60+,2,2,1,0,0,0,1,Entry,0,1,0,0,1,0
Digital Forensics Engineer Technical Specialist,"Linthicum Heights, MD",146000,190000,234000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,0,1,4,Executive,0,0,0,0,0,0
Cyber Security Analyst,"Arlington, VA",100000,105000,110000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber Security Analyst/ISSO,"Arlington, VA",80000,100000,120000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",130,650,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information System Security Officer (ISSO),"College Park, MD",89000,115000,141000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",100,500,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Incident Response Analyst (SECRET Cleared),"Arlington, VA",57000,78500,100000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",100,500,45 - 59,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
IT Audit Specialist,"Springfield, VA",79000,116000,153000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,0,1,1,0,2,0
SOC Security Analyst (Level 2),"College Park, MD",83000,105500,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",155,775,60+,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Cyber Threat Analyst,"Washington, DC",63000,123500,184000,0,0,1,glassdoor,3,In Person,0,"Montgomery County, Maryland",160,800,60+,2,2,0,1,0,0,2,Midlevel,0,1,0,0,1,0
PKI Engineer/Analyst - IT Security (Full Time/Perm Position),"McLean, VA",100000,120000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Secret Cleared- Security Engineer,"Washington, DC",52000,70720,89440,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",105,525,45 - 59,1,3,1,0,0,0,1,Entry,0,1,0,0,1,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Cyber Security Engineer (-),"Dulles, VA",80000,105000,130000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",78,390,30 - 44,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
